Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0043231~intracellular membrane-bounded organelle	49	4.355555555555555	0.07063582399990223	DENND1B, PHLDB1, AHCYL2, POP7, CELF2, SLC7A14, PTPRK, LITAF, SERTM1, TM7SF2, EFTUD2, TEPSIN, AKT2, CCN3, SCD1, CCDC93, SYBU, BORCS5, MEF2C, DGAT2, HSDL1, SPHK2, PRKCE, SLC2A13, PLA2G15, SLC9A7, TMBIM1, RRAGD, RAPGEF1, CDKL1, DGKH, DOT1L, PDZD2, RDH10, EXOSC8, PACSIN2, MEF2D, IL33, NTRK3, DDX31, ATP2B4, SLC16A10, STAM, POU2F2, FA2H, DIAPH2, HOOK2, MAN2B1, SEC24D	1093	1061	30060	1.2701339084379821	1.0	0.3952334485809287	0.35333190818696203
GOTERM_BP_DIRECT	GO:0042981~regulation of apoptotic process	14	1.2444444444444445	0.07089002086720383	HRK, EGR1, PLK5, PPP1R13B, APAF1, TRADD, THOC1, FBXO11, IGF2R, AGT, BAG4, TRAF5, NTF3, DSCAML1	1084	227	29878	1.6999040915519288	1.0	0.7672745530957433	0.7529574720787138
GOTERM_BP_DIRECT	GO:0021842~chemorepulsion involved in interneuron migration from the subpallium to the cortex	2	0.17777777777777778	0.07118210702833046	NRG3, NRG1	1084	2	29878	27.562730627306273	1.0	0.7672745530957433	0.7529574720787138
GOTERM_BP_DIRECT	GO:1904181~positive regulation of membrane depolarization	2	0.17777777777777778	0.07118210702833046	CACNA1D, CACNA1C	1084	2	29878	27.562730627306273	1.0	0.7672745530957433	0.7529574720787138
GOTERM_BP_DIRECT	GO:1902632~positive regulation of membrane hyperpolarization	2	0.17777777777777778	0.07118210702833046	AGT, HCN1	1084	2	29878	27.562730627306273	1.0	0.7672745530957433	0.7529574720787138
GOTERM_BP_DIRECT	GO:0019858~cytosine metabolic process	2	0.17777777777777778	0.07118210702833046	TET2, MAPK1	1084	2	29878	27.562730627306273	1.0	0.7672745530957433	0.7529574720787138
GOTERM_BP_DIRECT	GO:0098990~AMPA selective glutamate receptor signaling pathway	2	0.17777777777777778	0.07118210702833046	MEF2C, PLP1	1084	2	29878	27.562730627306273	1.0	0.7672745530957433	0.7529574720787138
GOTERM_CC_DIRECT	GO:0071193~Kv4.2-KChIP2 channel complex	2	0.17777777777777778	0.07133617923122047	KCND2, KCNIP2	1093	2	30060	27.502287282708146	1.0	0.3952334485809287	0.35333190818696203
GOTERM_CC_DIRECT	GO:0097471~mossy fiber rosette	2	0.17777777777777778	0.07133617923122047	NRG1, GRIK2	1093	2	30060	27.502287282708146	1.0	0.3952334485809287	0.35333190818696203
GOTERM_CC_DIRECT	GO:0005811~lipid droplet	9	0.8	0.07134586607621349	CLDN11, LMLN, EHD1, STARD13, RAB40B, DGAT2, VPS13C, RDH10, VPS13A	1093	120	30060	2.0626715462031107	1.0	0.3952334485809287	0.35333190818696203
GOTERM_MF_DIRECT	GO:0140297~DNA-binding transcription factor binding	13	1.1555555555555554	0.07142348737816828	TLE4, CEBPB, MEF2C, SMAD3, NEK6, PRDM5, DDX20, PBX2, RUNX2, TFDP1, DHX33, EP300, MEF2D	1077	202	29205	1.7451529275490223	1.0	0.6349994424715274	0.611005614680424
GOTERM_MF_DIRECT	GO:0097158~pre-mRNA intronic pyrimidine-rich binding	2	0.17777777777777778	0.07232982064943058	RBM4, ELAVL4	1077	2	29205	27.11699164345404	1.0	0.6380723713104807	0.6139624310940038
